,Option_type,Ask,Bid,Option_price,Stock_price,Strike_price,Volatility,Volume,Time_to_maturity,Implied_volatility
3220,1,0.43,0.31,0.34,122.93,116.0,0.152174323,2,0.063013699,0.20533021199999998
3221,1,0.56,0.4,0.51,123.09,117.0,0.151946296,20,0.065753425,0.20142400100000002
3222,1,0.67,0.49,0.53,122.93,118.0,0.152174323,4,0.063013699,0.191658474
3223,1,0.81,0.64,0.62,122.93,119.0,0.152174323,6,0.063013699,0.181892947
3224,1,1.66,1.23,1.46,121.96,120.0,0.143516186,2,0.073972603,0.23279575800000002
3225,1,1.39,1.08,0.98,122.93,121.0,0.152174323,1,0.063013699,0.17823087399999998
3226,1,1.72,1.42,1.61,123.09,122.0,0.151946296,1,0.065753425,0.17188328100000003
3227,1,2.87,2.58,3.05,121.42,123.0,0.14866954300000002,24,0.07671232900000001,0.225349543
3228,1,4.6,4.05,4.35,120.76,124.0,0.150431468,33,0.08493150699999999,0.320197228
3229,1,4.35,3.6,3.85,121.96,125.0,0.143516186,5,0.073972603,0.253181296
3230,1,7.75,6.0,7.15,121.42,128.0,0.14866954300000002,2,0.07671232900000001,0.373785559
3231,1,8.05,5.85,4.45,123.04,129.0,0.12260364900000001,2,0.090410959,0.338507592
3232,1,0.06,0.0,0.01,125.2,60.0,0.122403394,1,0.128767123,0.929688203
3233,1,0.07,0.0,0.01,125.2,65.0,0.122403394,2,0.128767123,0.8515639840000001
3234,1,0.07,0.0,0.06,125.2,70.0,0.122403394,3,0.128767123,0.757814922
3235,1,0.06,0.0,0.01,125.2,75.0,0.122403394,12,0.128767123,0.6601596479999999
3236,1,0.07,0.0,0.05,125.2,80.0,0.122403394,10,0.128767123,0.589847852
3237,1,0.05,0.0,0.02,120.76,85.0,0.13805853099999998,200,0.104109589,0.539067109
3238,1,0.05,0.01,0.05,122.93,90.0,0.13901109,11,0.08219178099999999,0.46289599600000003
3239,1,0.07,0.0,0.06,122.93,92.5,0.13901109,4,0.08219178099999999,0.44531804700000005
3240,1,0.11,0.03,0.06,122.93,95.0,0.13901109,6,0.08219178099999999,0.437505625
3241,1,0.11,0.04,0.05,123.09,97.5,0.143255742,14,0.08493150699999999,0.39942006799999996
3242,1,0.11,0.08,0.12,122.93,100.0,0.13901109,31,0.08219178099999999,0.36133451200000005
3243,1,0.18,0.12,0.14,122.93,105.0,0.13901109,617,0.08219178099999999,0.31397170399999996
3244,1,0.19,0.1,0.18,122.93,107.0,0.14222098,2,0.079452055,0.286139951
3245,1,0.21,0.17,0.21,122.93,108.0,0.14222098,7,0.079452055,0.27588614699999997
3246,1,0.26,0.22,0.23,122.93,110.0,0.13901109,70,0.08219178099999999,0.255866816
3247,1,0.28,0.24,0.26,122.93,111.0,0.14222098,4,0.079452055,0.24365990699999998
3248,1,0.37,0.25,0.3,123.09,112.0,0.143255742,8,0.08493150699999999,0.24365990699999998
3249,1,0.36,0.31,0.34,122.93,113.0,0.14222098,2,0.079452055,0.22437299100000002
3250,1,0.44,0.35,0.57,122.93,114.0,0.13901109,6,0.08219178099999999,0.21900195100000003
3251,1,0.52,0.43,0.45,122.93,115.0,0.13901109,64,0.08219178099999999,0.211433667
3252,1,0.62,0.5,0.5,122.93,116.0,0.13901109,8,0.08219178099999999,0.20410952100000002
3253,1,0.71,0.61,0.63,122.93,117.0,0.13901109,59,0.08219178099999999,0.19361158
3254,1,0.79,0.74,0.74,122.93,118.0,0.13901109,26,0.08219178099999999,0.180428118
3255,1,1.06,0.92,0.94,122.93,119.0,0.13901109,2,0.08219178099999999,0.182015016
3256,1,1.28,1.14,1.08,122.93,120.0,0.13901109,115,0.08219178099999999,0.175301216
3257,1,1.47,1.33,1.32,122.93,121.0,0.14222098,48,0.079452055,0.16285016800000002
3258,1,1.89,1.76,1.8,122.93,122.0,0.13901109,95,0.08219178099999999,0.163338445
3259,1,2.33,2.17,2.06,122.93,123.0,0.13901109,9,0.08219178099999999,0.160530856
3260,1,2.84,2.67,2.48,122.93,124.0,0.14222098,15,0.079452055,0.157845336
3261,1,3.35,3.25,3.34,122.93,125.0,0.13901109,3,0.08219178099999999,0.149910845
3262,1,8.65,8.2,9.0,121.42,130.0,0.146321111,5,0.095890411,0.286017882
3263,1,13.25,11.85,9.4,123.04,135.0,0.125596824,10,0.109589041,0.340338628
3264,1,0.21,0.0,0.1,121.96,95.0,0.13596024199999998,1,0.109589041,0.43994700700000006
3265,1,0.81,0.44,0.6,120.76,110.0,0.135225604,10,0.123287671,0.313727566
3266,1,0.64,0.47,0.57,121.96,112.0,0.13596024199999998,1,0.109589041,0.257331646
3267,1,0.5,0.35,0.37,122.93,113.0,0.143420389,13,0.101369863,0.222419885
3268,1,0.63,0.44,0.49,123.09,114.0,0.145070392,5,0.104109589,0.221199194
3269,1,0.69,0.54,0.62,123.09,115.0,0.145070392,2,0.104109589,0.209846769
3270,1,0.86,0.62,0.74,123.09,116.0,0.145070392,2,0.104109589,0.208259871
3271,1,1.07,0.75,0.95,123.09,117.0,0.145070392,1,0.104109589,0.207161249
3272,1,1.24,0.89,1.02,122.93,118.0,0.143420389,12,0.101369863,0.20008124100000002
3273,1,1.37,1.09,1.04,122.93,119.0,0.143420389,1,0.101369863,0.187874332
3274,1,1.77,1.35,1.49,123.09,120.0,0.145070392,10,0.104109589,0.192635027
3275,1,2.06,1.61,1.89,123.09,121.0,0.145070392,4,0.104109589,0.18628743399999997
3276,1,2.38,1.98,2.31,123.09,122.0,0.145070392,10,0.104109589,0.178963289
3277,1,4.15,3.1,2.55,123.04,124.0,0.119347367,2,0.128767123,0.225959889
3278,1,5.65,5.0,5.6,121.42,126.0,0.136616036,4,0.11506849300000001,0.245124736
3279,1,6.25,4.1,6.53,121.96,127.0,0.13596024199999998,1,0.109589041,0.241340594
3280,1,8.05,7.35,8.18,121.96,129.0,0.13596024199999998,1,0.112328767,0.26905027800000003
3281,1,0.05,0.01,0.13,122.93,80.0,0.12948385699999998,5,0.15616438400000002,0.447271152
3282,1,0.09,0.05,0.08,123.09,90.0,0.130602595,58,0.16164383599999999,0.363287617
3283,1,0.26,0.2,0.21,122.93,100.0,0.12948385699999998,11,0.15616438400000002,0.305182729
3284,1,0.41,0.33,0.34,122.93,105.0,0.12948385699999998,5,0.15616438400000002,0.271247522
3285,1,0.69,0.58,0.64,122.93,110.0,0.127937792,12,0.15890411,0.23963162699999999
3286,1,1.28,1.16,1.16,122.93,115.0,0.127937792,28,0.15890411,0.21375298
3287,1,2.42,2.28,2.25,122.93,120.0,0.127937792,14,0.15890411,0.19007157600000002
3288,1,0.03,0.0,0.06,125.2,45.0,0.11292985900000001,24,0.28219178100000003,0.7187528129999999
3289,1,0.03,0.0,0.12,125.2,47.5,0.11292985900000001,4,0.28219178100000003,0.679690703
3290,1,0.14,0.0,0.01,125.24,50.0,0.112315535,4,0.273972603,0.757814922
3291,1,0.07,0.0,0.05,125.2,55.0,0.11292985900000001,2,0.28219178100000003,0.628909961
3292,1,0.07,0.0,0.07,125.2,60.0,0.11292985900000001,10,0.28219178100000003,0.566410586
3293,1,0.03,0.0,0.02,125.2,65.0,0.11292985900000001,5,0.28219178100000003,0.500005
3294,1,0.05,0.0,0.05,125.2,70.0,0.11292985900000001,4,0.28219178100000003,0.47070841799999996
3295,1,0.05,0.01,0.02,125.2,75.0,0.11292985900000001,2,0.28219178100000003,0.41797457
3296,1,0.06,0.01,0.1,125.2,77.5,0.11292985900000001,3,0.28219178100000003,0.40234972700000005
3297,1,0.13,0.05,0.16,123.04,80.0,0.11235806699999999,6,0.265753425,0.418951123
3298,1,0.14,0.03,0.17,125.2,82.5,0.11292985900000001,5,0.28219178100000003,0.39649041
3299,1,0.1,0.05,0.11,125.2,85.0,0.11292985900000001,10,0.28219178100000003,0.352545537
3300,1,0.11,0.08,0.15,125.2,87.5,0.11292985900000001,3,0.28219178100000003,0.33203793
3301,1,0.21,0.15,0.22,121.42,90.0,0.121171746,100,0.249315068,0.34180345700000003
3302,1,0.46,0.26,0.29,120.76,92.5,0.121135058,1,0.257534247,0.367682104
3303,1,0.31,0.24,0.31,121.42,95.0,0.121171746,4,0.249315068,0.312751013
3304,1,0.46,0.39,0.45,120.76,97.5,0.121135058,3,0.257534247,0.31153032199999997
3305,1,0.43,0.25,0.35,122.93,100.0,0.12069788699999999,2,0.235616438,0.27954822
3306,1,0.62,0.52,0.53,122.93,105.0,0.12069788699999999,25,0.235616438,0.247810256
3307,1,1.01,0.88,0.86,122.93,110.0,0.12069788699999999,10,0.235616438,0.22278609300000002
3308,1,1.72,1.55,1.57,122.93,115.0,0.12069788699999999,5,0.235616438,0.200813656
3309,1,3.0,2.82,2.82,122.93,120.0,0.12069788699999999,25,0.235616438,0.18219812
3310,1,5.15,4.95,4.95,122.93,125.0,0.12069788699999999,5,0.235616438,0.167061552
3311,1,8.45,8.25,8.16,122.93,130.0,0.12069788699999999,3,0.235616438,0.160530856
3312,1,13.2,12.4,10.8,125.19,135.0,0.11226621699999999,73,0.271232877,0.20008124100000002
3313,1,18.2,16.8,15.75,124.76,140.0,0.107919007,16,0.26849315100000004,0.247077842
3314,1,0.07,0.0,0.05,125.2,55.0,0.11822030300000001,2,0.37808219200000004,0.531254688
3315,1,0.06,0.01,0.05,122.32,60.0,0.115347843,2,0.350684932,0.507817422
3316,1,0.07,0.02,0.07,121.96,65.0,0.117108419,21,0.342465753,0.464849102
3317,1,0.11,0.04,0.16,125.2,75.0,0.11822030300000001,1,0.37808219200000004,0.390631094
3318,1,0.32,0.11,0.14,125.9,80.0,0.11804603400000001,1,0.37260274,0.40918559600000004
3319,1,0.2,0.15,0.27,125.2,85.0,0.11822030300000001,6,0.37808219200000004,0.331061377
3320,1,0.31,0.24,0.31,122.93,90.0,0.118811301,1,0.331506849,0.309577217
3321,1,0.43,0.2,0.56,125.2,95.0,0.11822030300000001,11,0.37808219200000004,0.282477878
3322,1,0.75,0.59,0.68,123.04,100.0,0.12117738199999999,14,0.361643836,0.270026831
3323,1,1.32,0.82,0.83,122.93,105.0,0.118811301,7,0.331506849,0.261848202
3324,1,1.43,1.31,1.23,122.93,110.0,0.118811301,5,0.331506849,0.213020565
3325,1,2.3,2.17,2.06,122.93,115.0,0.118811301,25,0.331506849,0.195442616
3326,1,3.7,3.55,3.5,122.93,120.0,0.118811301,12,0.331506849,0.179695703
3327,1,5.9,5.7,5.75,122.93,125.0,0.118811301,45,0.331506849,0.167855001
3328,1,9.0,8.8,8.6,122.93,130.0,0.118811301,5,0.331506849,0.159066027
3329,1,0.24,0.0,0.11,125.2,42.5,0.151782688,1,0.62739726,0.604496143
3330,1,0.09,0.02,0.02,122.93,45.0,0.138488797,225,0.5808219179999999,0.52148916
3331,1,0.3,0.0,0.11,125.2,47.5,0.151782688,2,0.62739726,0.5615278220000001
3332,1,0.27,0.05,0.07,123.04,50.0,0.150006791,20,0.610958904,0.5380905570000001
3333,1,0.37,0.04,0.12,121.42,55.0,0.146173961,4,0.594520548,0.5029346579999999
3334,1,0.32,0.09,0.11,125.24,60.0,0.152830089,2,0.619178082,0.485844985
3335,1,0.34,0.2,0.18,125.19,65.0,0.152746545,2,0.616438356,0.441900112
3336,1,0.36,0.23,0.37,121.42,70.0,0.146173961,20,0.594520548,0.399908345
3337,1,0.4,0.28,0.37,121.96,72.5,0.139358678,1,0.591780822,0.385504192
3338,1,0.58,0.35,0.32,123.04,75.0,0.150006791,1,0.610958904,0.390875232
3339,1,0.5,0.37,0.49,121.96,77.5,0.139358678,1,0.591780822,0.357916577
3340,1,0.61,0.43,0.55,122.5,80.0,0.146881037,10,0.597260274,0.35083657
3341,1,0.68,0.53,0.59,123.04,82.5,0.150006791,5,0.610958904,0.337653108
3342,1,0.98,0.52,0.59,122.93,85.0,0.138488797,6,0.5808219179999999,0.344855184
3343,1,0.81,0.69,0.88,121.96,87.5,0.139358678,2,0.591780822,0.308356526
3344,1,0.85,0.73,0.78,123.09,90.0,0.13907951400000002,8,0.583561644,0.291144784
3345,1,1.16,0.8,0.86,122.93,92.5,0.138488797,5,0.5808219179999999,0.293708235
3346,1,1.31,0.92,1.0,122.93,95.0,0.138488797,10,0.5808219179999999,0.281989602
3347,1,1.42,1.11,1.13,122.93,97.5,0.138488797,5,0.5808219179999999,0.26697510399999996
3348,1,1.58,1.3,1.38,122.93,100.0,0.138488797,20,0.5808219179999999,0.25403578
3349,1,2.04,1.82,1.8,122.93,105.0,0.138488797,2,0.5808219179999999,0.231330929
3350,1,2.88,2.54,2.68,123.09,110.0,0.13907951400000002,17,0.583561644,0.216743672
3351,1,3.9,3.7,3.7,122.93,115.0,0.138488797,1,0.5808219179999999,0.198372274
3352,1,5.5,5.25,5.25,122.93,120.0,0.138488797,7,0.5808219179999999,0.185738123
3353,1,7.75,7.45,7.4,122.93,125.0,0.138488797,10,0.5808219179999999,0.176643976
3354,1,10.5,10.15,10.3,123.09,130.0,0.13907951400000002,12,0.583561644,0.165047412
3355,1,14.0,13.6,12.2,125.24,135.0,0.152830089,1,0.619178082,0.157601198
3356,1,48.85,45.7,47.3,97.45,145.0,0.225775909,10,1.742465753,0.8791515990000001
3357,1,28.25,27.0,24.05,125.9,150.0,0.152621254,2,0.621917808,0.213447807
3358,1,0.5,0.4,0.44,123.09,50.0,0.187936026,1,1.580821918,0.39136350799999997
3359,1,0.69,0.43,0.57,120.76,55.0,0.188570364,3,1.6,0.375738665
3360,1,0.8,0.5,0.6,125.2,60.0,0.18808154800000002,2,1.624657534,0.34973794799999997
3361,1,1.02,0.64,0.92,122.32,65.0,0.188636298,10,1.5972602740000001,0.332526206
3362,1,1.38,1.1,1.2,121.96,70.0,0.187358012,5,1.5890410959999999,0.321784126
3363,1,1.6,1.37,1.4,123.09,75.0,0.187936026,20,1.580821918,0.300361
3364,1,1.96,1.67,1.9,123.09,80.0,0.187936026,21,1.580821918,0.284369949
3365,1,2.64,2.24,2.74,121.42,85.0,0.18782284,10,1.5917808219999998,0.277778218
3366,1,3.25,2.89,3.05,122.5,90.0,0.18863508,1,1.5945205480000002,0.26459475600000004
3367,1,3.45,2.78,2.7,125.9,92.5,0.18777286899999998,2,1.619178082,0.25403578
3368,1,3.7,3.45,3.5,123.09,95.0,0.187936026,15,1.580821918,0.24451439100000003
3369,1,4.15,3.9,4.12,123.09,97.5,0.187936026,1,1.580821918,0.239570593
3370,1,4.6,4.25,4.45,123.09,100.0,0.187936026,1,1.580821918,0.23365024199999998
3371,1,5.7,5.45,5.6,123.09,105.0,0.187936026,8,1.580821918,0.223518507
3372,1,7.45,6.7,7.0,122.93,110.0,0.18793598399999997,7,1.5780821919999999,0.22184005699999998
3373,1,8.9,8.15,8.5,123.09,115.0,0.187936026,10,1.580821918,0.20972470000000004
3374,1,10.8,10.25,10.45,122.93,120.0,0.18793598399999997,1,1.5780821919999999,0.20108831100000002
3375,1,13.15,12.55,12.55,122.93,125.0,0.18793598399999997,1,1.5780821919999999,0.19504589100000003
3376,1,15.55,14.5,15.15,122.93,130.0,0.18793598399999997,89,1.5780821919999999,0.184731053
3377,1,18.5,18.05,17.9,122.93,135.0,0.18793598399999997,1,1.5780821919999999,0.17804777
3378,1,22.55,22.0,22.3,122.32,140.0,0.188636298,10,1.5972602740000001,0.185310881
3379,1,29.2,24.55,35.0,125.2,150.0,0.18808154800000002,90,1.624657534,0.155983782
3380,1,58.45,53.5,57.0,102.0,160.0,0.21738454100000001,15,2.1150684930000003,0.534611588
3381,1,42.5,37.55,45.5,125.2,165.0,0.18808154800000002,15,1.624657534,0.138070143
3382,1,50.95,47.1,48.5,120.76,170.0,0.188570364,24,1.6,0.258552336
3383,1,55.3,50.55,53.5,121.96,175.0,0.187358012,15,1.5890410959999999,0.256629748
3384,1,59.5,54.55,57.0,123.09,180.0,0.187936026,25,1.580821918,0.24787129100000002
3385,1,0.25,0.05,0.27,41.8,30.0,0.434830265,3,0.128767123,0.58203543
3386,1,0.85,0.6,0.8,39.55,35.0,0.246873862,4,0.08219178099999999,0.51074708
3387,1,2.8,2.45,2.2,39.55,40.0,0.266192188,19,0.08493150699999999,0.514653291
3388,1,1.15,0.85,0.95,39.55,35.0,0.41253051,11,0.16164383599999999,0.46289599600000003
3389,1,0.3,0.05,0.2,41.8,25.0,0.323459879,2,0.37808219200000004,0.529301582
3390,1,0.55,0.35,0.75,41.8,30.0,0.323459879,50,0.37808219200000004,0.415533188
3391,1,1.7,1.45,1.32,41.8,35.0,0.33479639,1,0.347945205,0.398199377
3392,1,3.7,3.2,2.92,41.8,40.0,0.33479639,1,0.347945205,0.36157865
3393,1,5.8,5.2,5.8,42.2,45.0,0.33300017600000004,3,0.35890411,0.133797725
3394,1,0.5,0.2,0.37,42.2,25.0,0.31125437100000003,2,0.6082191779999999,0.455571851
3395,1,1.0,0.75,0.87,42.2,30.0,0.31125437100000003,2,0.6082191779999999,0.38672488299999996
3396,1,4.0,3.5,3.8,42.2,40.0,0.31125437100000003,3,0.6082191779999999,0.299201344
3397,1,1.0,0.0,0.35,17.26,17.5,0.127338858,133,0.093150685,0.403326279
3398,1,0.05,0.0,0.05,17.44,10.0,0.22753865,1,0.20547945199999998,0.648441016
3399,1,0.1,0.05,0.05,17.26,12.5,0.122836106,5,0.16986301399999998,0.500005
3400,1,0.2,0.15,0.2,17.26,15.0,0.122836106,46,0.16986301399999998,0.34570966799999997
3401,1,1.0,0.3,0.65,17.26,17.5,0.22250927,10,0.175342466,0.293952373
3402,1,3.1,2.1,2.8,17.44,20.0,0.22753865,20,0.20547945199999998,0.395513857
3403,1,0.05,0.0,0.05,17.44,5.0,0.420457488,8,0.454794521,0.87500125
3404,1,0.45,0.0,0.05,17.44,7.5,0.420457488,8,0.454794521,0.906250938
3405,1,0.65,0.0,0.1,17.44,10.0,0.420457488,1,0.454794521,0.700198311
3406,1,0.8,0.05,0.1,17.36,12.5,0.41206927,57,0.42739726,0.511723633
3407,1,0.3,0.05,0.3,17.26,15.0,0.411984206,10,0.424657534,0.25391371100000004
3408,1,0.55,0.05,0.55,17.26,17.5,0.411984206,242,0.424657534,0.081552153
3409,1,5.6,4.5,4.56,17.44,22.5,0.420457488,2,0.454794521,0.359381406
3410,1,0.01,0.0,0.01,75.46,60.0,0.060847461,319,0.032876712,0.781252188
3411,1,0.02,0.0,0.02,75.46,61.0,0.060847461,99,0.032876712,0.796877031
3412,1,0.04,0.0,0.02,77.28,61.5,0.129731884,4,0.01369863,0.843751563
3413,1,0.02,0.0,0.02,75.75,62.0,0.10087918800000001,4,0.021917807999999997,0.7500025
3414,1,0.02,0.0,0.02,75.75,62.5,0.10087918800000001,4,0.021917807999999997,0.7187528129999999
3415,1,0.3,0.0,0.08,75.06,64.0,0.114445554,5,0.046575342,0.976562734
3416,1,0.01,0.0,0.01,77.28,64.5,0.129731884,9,0.01369863,0.593754063
3417,1,0.01,0.0,0.01,77.28,65.0,0.129731884,27,0.01369863,0.562504375
3418,1,0.01,0.0,0.01,77.28,65.5,0.129731884,63,0.01369863,0.531254688
3419,1,0.34,0.0,0.05,75.61,66.0,0.09799749,20,0.04109589,0.8691419340000001
3420,1,0.13,0.03,0.07,75.12,67.0,0.11026062699999999,10,0.052054795,0.691409336
3421,1,0.16,0.01,0.01,75.27,67.5,0.099541215,2,0.043835615999999994,0.6718782809999999
3422,1,0.27,0.01,0.48,75.46,68.0,0.060847461,1,0.035616438,0.70703418
3423,1,0.32,0.01,0.09,75.27,68.5,0.099541215,2,0.043835615999999994,0.701174863
3424,1,0.05,0.0,0.03,75.75,69.0,0.10087918800000001,24,0.021917807999999997,0.531254688
3425,1,0.23,0.02,0.05,75.27,69.5,0.099541215,3,0.043835615999999994,0.597660273
3426,1,0.05,0.0,0.1,77.28,70.0,0.129731884,5,0.016438356,0.47656773399999997
3427,1,0.09,0.0,0.07,74.95,70.5,0.072180492,18,0.024657534,0.500005
3428,1,0.04,0.0,0.03,76.41,71.0,0.108059676,5,0.019178082,0.40430283200000006
3429,1,0.09,0.0,0.07,74.95,71.5,0.072180492,28,0.024657534,0.441411836
3430,1,0.07,0.0,0.11,74.95,72.0,0.072180492,18,0.024657534,0.390631094
3431,1,0.07,0.0,0.04,77.28,72.5,0.129731884,2,0.016438356,0.36133451200000005
3432,1,0.05,0.0,0.06,76.41,73.0,0.108059676,5,0.019178082,0.30860066399999997
3433,1,0.27,0.24,0.33,75.4,73.5,0.057775652000000004,4,0.02739726,0.431646309
3434,1,0.06,0.02,0.04,77.28,74.0,0.129731884,9,0.016438356,0.263679238
3435,1,0.07,0.03,0.06,77.28,75.0,0.129731884,14,0.016438356,0.210945391
3436,1,0.1,0.05,0.16,77.28,75.5,0.129731884,14,0.016438356,0.199226758
3437,1,0.02,0.0,0.06,75.12,48.0,0.102569309,6,0.071232877,0.9687503129999999
3438,1,0.02,0.0,0.02,75.4,49.0,0.068452045,8,0.046575342,0.937500625
3439,1,0.02,0.0,0.02,75.21,50.0,0.106172003,8,0.057534247000000004,0.890626094
3440,1,0.02,0.0,0.02,75.75,55.0,0.07905437400000001,20,0.04109589,0.7187528129999999
3441,1,0.02,0.0,0.01,77.28,60.0,0.10125793,10,0.035616438,0.546879531
3442,1,0.03,0.0,0.02,77.28,62.0,0.12271475800000001,4,0.02739726,0.507817422
3443,1,0.05,0.0,0.05,77.28,63.0,0.10125793,27,0.032876712,0.507817422
3444,1,0.05,0.0,0.05,77.28,64.0,0.10125793,81,0.032876712,0.52148916
3445,1,0.13,0.04,0.17,75.12,64.5,0.102569309,3,0.071232877,0.5488326370000001
3446,1,0.11,0.0,0.04,75.27,65.0,0.104708791,1,0.063013699,0.554691953
3447,1,0.04,0.0,0.04,77.28,65.5,0.10125793,94,0.035616438,0.451177363
3448,1,0.36,0.0,0.06,75.61,66.5,0.10470956199999999,200,0.060273973,0.546879531
3449,1,0.18,0.05,0.36,75.12,67.0,0.102569309,10,0.071232877,0.525395371
3450,1,0.14,0.03,0.05,75.27,67.5,0.104708791,1,0.063013699,0.47852084
3451,1,0.13,0.07,0.13,75.12,68.0,0.102569309,5,0.071232877,0.45020081100000003
3452,1,0.06,0.0,0.04,77.28,68.5,0.10125793,1,0.035616438,0.371100039
3453,1,0.15,0.06,0.11,75.06,69.0,0.10581732199999999,93,0.065753425,0.422857334
3454,1,0.09,0.01,0.05,76.41,69.5,0.08987607800000001,2,0.038356164,0.36133451200000005
3455,1,0.1,0.01,0.05,76.41,70.0,0.08987607800000001,1,0.038356164,0.34961587899999996
3456,1,0.1,0.01,0.09,74.95,70.5,0.063146644,3,0.043835615999999994,0.330084824
3457,1,0.26,0.2,0.26,75.12,71.0,0.102569309,7,0.071232877,0.39160764600000003
3458,1,0.19,0.12,0.18,75.4,71.5,0.068452045,483,0.046575342,0.338873799
3459,1,0.08,0.02,0.1,76.41,72.0,0.08987607800000001,3,0.038356164,0.258796475
3460,1,0.29,0.25,0.3,75.21,72.5,0.106172003,56,0.057534247000000004,0.333502759
3461,1,0.09,0.05,0.07,77.28,73.0,0.10125793,32,0.035616438,0.22657023399999998
3462,1,0.1,0.03,0.11,77.28,73.5,0.10125793,25,0.035616438,0.211921943
3463,1,0.11,0.04,0.12,77.28,74.0,0.10125793,2,0.035616438,0.1962971
3464,1,0.11,0.07,0.24,76.41,74.5,0.08987607800000001,5,0.038356164,0.175789492
3465,1,0.11,0.07,0.1,77.28,75.0,0.12271475800000001,7,0.02739726,0.154305332
3466,1,0.2,0.15,0.39,76.41,75.5,0.08987607800000001,8,0.038356164,0.16114120099999998
3467,1,0.28,0.23,0.4,77.28,76.0,0.10125793,11,0.035616438,0.155770161
3468,1,0.27,0.24,0.27,77.28,76.5,0.12271475800000001,63,0.02739726,0.12549702599999998
3469,1,0.4,0.37,0.52,77.28,77.0,0.12271475800000001,1,0.02739726,0.12085840099999999
3470,1,2.82,2.64,2.5,75.46,77.5,0.09614972599999999,2,0.052054795,0.500005
3471,1,1.55,1.33,2.89,77.28,78.5,0.10125793,25,0.032876712,0.189949507
3472,1,0.02,0.0,0.02,75.46,45.0,0.10148117599999999,16,0.071232877,0.859376406
3473,1,0.02,0.0,0.02,74.95,50.0,0.098373318,8,0.063013699,0.7031279690000001
3474,1,0.02,0.0,0.03,77.28,55.0,0.09096998199999999,8,0.054794521,0.562504375
3475,1,0.08,0.01,0.05,77.28,69.0,0.097594833,2,0.046575342,0.29590547899999997
3476,1,0.24,0.19,0.25,75.12,70.0,0.10268861800000001,15,0.090410959,0.339850352
3477,1,0.19,0.14,0.19,75.21,70.5,0.09945250800000001,22,0.07671232900000001,0.303229624
3478,1,0.09,0.04,0.07,77.28,71.0,0.09096998199999999,1,0.054794521,0.241218525
3479,1,0.3,0.2,0.28,75.21,71.5,0.09945250800000001,10,0.07671232900000001,0.30469445300000003
3480,1,0.36,0.25,0.3,75.46,72.0,0.10148117599999999,12,0.073972603,0.302741348
3481,1,0.22,0.05,0.14,77.28,72.5,0.097594833,7,0.046575342,0.244148184
3482,1,0.44,0.37,0.43,75.4,73.0,0.104641353,1,0.065753425,0.282722017
3483,1,0.15,0.08,0.4,74.95,73.5,0.098373318,3,0.063013699,0.18653157199999998
3484,1,0.69,0.62,0.78,75.4,74.0,0.104641353,1,0.065753425,0.291022715
3485,1,0.22,0.15,0.24,77.28,74.5,0.09096998199999999,1,0.054794521,0.17090672899999998
3486,1,0.2,0.15,0.2,77.28,75.0,0.097594833,8,0.046575342,0.14698118699999999
3487,1,0.36,0.27,0.56,76.41,75.5,0.08317424400000001,6,0.057534247000000004,0.160652925
3488,1,0.32,0.27,0.32,77.28,76.0,0.097594833,50,0.046575342,0.130868066
3489,1,0.62,0.5,0.73,77.28,76.5,0.09096998199999999,20,0.052054795,0.156502576
3490,1,0.59,0.51,0.56,77.28,77.0,0.097594833,1,0.046575342,0.124032197
3491,1,0.79,0.71,0.77,77.28,77.5,0.097594833,135,0.046575342,0.121590815
3492,1,1.05,0.95,1.02,77.28,78.0,0.097594833,44,0.046575342,0.12110253900000001
3493,1,0.02,0.0,0.02,77.28,40.0,0.100726909,8,0.071232877,0.890626094
3494,1,0.02,0.0,0.03,76.41,45.0,0.104110961,28,0.07671232900000001,0.7343776559999999
3495,1,0.02,0.0,0.06,76.41,50.0,0.104110961,8,0.07671232900000001,0.609378906
3496,1,0.09,0.04,0.1,74.95,67.5,0.102831475,3,0.08219178099999999,0.297858584
3497,1,0.18,0.07,0.05,77.28,70.0,0.091775569,2,0.065753425,0.270515107
3498,1,0.36,0.29,0.3,75.12,70.5,0.11419564300000001,7,0.109589041,0.308112388
3499,1,0.32,0.25,0.3,75.4,71.5,0.09790375300000001,1,0.08493150699999999,0.26563234399999996
3500,1,0.16,0.04,0.14,77.28,72.0,0.100726909,28,0.073972603,0.206062627
3501,1,0.18,0.06,0.26,76.41,72.5,0.104110961,47,0.07671232900000001,0.19776192899999998
3502,1,0.17,0.12,0.14,77.28,73.0,0.091775569,1,0.065753425,0.180183979
3503,1,0.7,0.62,0.69,75.46,73.5,0.095558035,3,0.090410959,0.270026831
3504,1,0.28,0.17,0.6,77.28,74.0,0.100726909,5,0.071232877,0.175301216
3505,1,0.23,0.19,0.22,77.28,74.5,0.091775569,5,0.065753425,0.148446016
3506,1,0.28,0.24,0.25,77.28,75.0,0.091775569,10,0.065753425,0.141610146
3507,1,0.46,0.36,0.88,75.75,75.5,0.106362369,20,0.079452055,0.153572917
3508,1,0.58,0.48,0.78,77.28,76.0,0.100726909,1,0.071232877,0.150643259
3509,1,0.57,0.5,0.5,77.28,76.5,0.091775569,10,0.065753425,0.127450132
3510,1,0.96,0.85,0.97,77.28,77.5,0.091775569,20,0.065753425,0.12500875
3511,1,0.04,0.01,0.04,77.28,55.0,0.103693756,64,0.093150685,0.505864316
